ProductNo,ProductName,TotalRevenue,TotalQuantity,Category,RevenuePct
71495A,Cd Wall Tidy Blue Office,884.59,103,C - Slow Movers,0.001457179996275936
90149,Silver Flowr Pink Shell Necklace,882.9100000000001,53,C - Slow Movers,0.001454412541982146
85027L,French Chateau Large Platter,882.1,70,C - Slow Movers,0.001453078233661926
22888,Number Tile Vintage Font 9,880.26,75,C - Slow Movers,0.001450047212292537
21038,Set/4 Modern Vintage Cotton Napkins,878.14,77,C - Slow Movers,0.0014465549485408499
90201A,Purple Enamel Flower Ring,874.93,66,C - Slow Movers,0.0014412671340866441
90161D,Ant Copper Pink Boudicca Bracelet,870.7,63,C - Slow Movers,0.0014342990795254947
90214L,"Letter ""L"" Bling Key Ring",870.01,94,C - Slow Movers,0.0014331624465119739
85188B,Pink Metal Swinging Bunny,869.8199999999999,78,C - Slow Movers,0.0014328494606096998
37343,Polkadot Mug Pink,864.28,72,C - Slow Movers,0.0014237234506170834
90125C,Turquoise Bertie Glass Bead Charm,860.75,77,C - Slow Movers,0.0014179085020116797
23305,Set 4 Picnic Cutlery Blueberry,859.06,82,C - Slow Movers,0.0014151245747756648
20657,Tropical Luggage Tag,856.77,73,C - Slow Movers,0.0014113522710061538
84507C,Blue Circles Design Monkey Doll,856.39,66,C - Slow Movers,0.0014107262992016061
21418,Starfish Soap Dish,855.4,74,C - Slow Movers,0.001409095477921337
46776E,Woven Candy Cushion Cover,854.28,62,C - Slow Movers,0.0014072505083921438
22871,Number Tile Cottage Garden 3,854.2,67,C - Slow Movers,0.0014071187248543445
21129,Silver Fishing Gnome,853.59,52,C - Slow Movers,0.001406113875378623
90030C,Brown Kukui Coconut Seed Necklace,852.4,77,C - Slow Movers,0.001404153595253855
84638,Small Kitchen Flower Pots Plaque,852.2900000000001,50,C - Slow Movers,0.001403972392889381
21372,Mirrored Wall Art Table Lamp,850.63,75,C - Slow Movers,0.001401237884480041
21307,Set/4 Butterfly Mirror Magnets,850.1,79,C - Slow Movers,0.0014003648185421191
35920,Four Rabbit Easter Decorations,845.3599999999999,72,C - Slow Movers,0.0013925566439274974
84804A,Cream Delphinium Artificial Flower,843.94,70,C - Slow Movers,0.0013902174861315565
20782,Camouflage Ear Muff Headphones,841.87,53,C - Slow Movers,0.0013868075870909938
21280,Vintage Kitchen Print Vegetables,835.9,65,C - Slow Movers,0.0013769732405827047
37423,White With Black Cats Plate,833.5200000000001,78,C - Slow Movers,0.0013730526803331694
35921,Easter Bunny Hanging Garland,833.4399999999999,68,C - Slow Movers,0.0013729208967953694
90086,Crystal Frog Phone Charm,833.34,101,C - Slow Movers,0.0013727561673731203
20653,Cherry Blossom Luggage Tag,832.4999999999999,73,C - Slow Movers,0.0013713724402262249
21100,Charlie And Lola Charlotte Bag,832.43,65,C - Slow Movers,0.0013712571296306507
90087,Crystal Sea Horse Phone Charm,831.2,107,C - Slow Movers,0.0013692309577369832
35816P,Acrylic Jewel Angel Pink,829.9200000000001,78,C - Slow Movers,0.0013671224211321909
84576,Blue Cat Biscuit Barrel Pink Heart,828.57,66,C - Slow Movers,0.001364898573931824
84452,Metal Rabbit Ladder Easter,822.88,74,C - Slow Movers,0.0013555254698058333
85026B,Eau De Nile Jewelled T-Light Holder,822.52,79,C - Slow Movers,0.0013549324438857356
22879,Number Tile Vintage Font 0,822.4300000000001,70,C - Slow Movers,0.0013547841874057111
22874,Number Tile Cottage Garden 6,820.87,65,C - Slow Movers,0.0013522144084186203
84974,S/2 Zinc Heart Design Planters,818.0,40,C - Slow Movers,0.0013474866740000627
90201C,Red Enamel Flower Ring,815.33,62,C - Slow Movers,0.0013430883984260039
22868,Number Tile Cottage Garden 0,806.3,64,C - Slow Movers,0.0013282133315968834
85168B,Black Baroque Carriage Clock,804.4,47,C - Slow Movers,0.0013250834725741449
84989A,75 Green Fairy Cake Cases,801.27,69,C - Slow Movers,0.0013199274416577386
22353,Lunch Box With Cutlery Fairy Cakes,794.7099999999999,62,C - Slow Movers,0.001309121191558178
84600,New Baroque Jewellery Box,793.38,53,C - Slow Movers,0.0013069302902422612
22875,Number Tile Cottage Garden 7,790.3100000000001,63,C - Slow Movers,0.0013018730969792049
20696,Floral Soft Car Toy,789.9399999999999,54,C - Slow Movers,0.0013012635981168822
90108,Blue Blossom Hair Clip,789.63,70,C - Slow Movers,0.001300752936907909
37476,Condiment Tray 4 Bowls And 4 Spoons,788.3,37,C - Slow Movers,0.001298562035591992
85136C,Red Shark Helicopter,788.3,51,C - Slow Movers,0.001298562035591992
22877,Number Tile Cottage Garden 9,787.36,63,C - Slow Movers,0.0012970135790228478
16207A,Pink Strawberry Handbag,782.05,60,C - Slow Movers,0.0012882664467014047
21277,French Style Embossed Heart Cabinet,781.61,26,C - Slow Movers,0.0012875416372435074
90030A,Spotted White Natural Seed Necklace,780.96,72,C - Slow Movers,0.0012864708959988865
84631,Fruit Tree And Birds Wall Plaque,777.5699999999999,41,C - Slow Movers,0.0012808865685846318
23477,Woodland Large Blue Felt Heart,777.2099999999999,77,C - Slow Movers,0.0012802935426645338
17012E,Origami Opium Incense/Candle Set,773.32,68,C - Slow Movers,0.0012738855681390323
22876,Number Tile Cottage Garden 8,767.59,61,C - Slow Movers,0.001264446572244142
20780,Black Ear Muff Headphones,760.02,48,C - Slow Movers,0.0012519765549798625
17001,Heavens Scent Fragrance Oils Asstd,759.6,72,C - Slow Movers,0.0012512846914064153
22873,Number Tile Cottage Garden 5,755.88,60,C - Slow Movers,0.0012451567568987376
72024U,Lilac Votive Candle,753.8400000000001,72,C - Slow Movers,0.0012417962766848503
20760,Garden Path Pocket Book,752.49,69,C - Slow Movers,0.0012395724294844831
23015,Cordial Glass Jug,750.66,41,C - Slow Movers,0.0012365578810573192
23580,Snack Tray Happy Forest,750.36,117,C - Slow Movers,0.001236063692790571
20847,Zinc Heart Lattice Charger Large,749.01,52,C - Slow Movers,0.0012338398455902042
90214K,"Letter ""K"" Bling Key Ring",746.35,78,C - Slow Movers,0.0012294580429583703
16046,Teatime Pen Case & Pens,746.18,68,C - Slow Movers,0.0012291780029405463
20819,Silver Teddy Bear,746.18,64,C - Slow Movers,0.0012291780029405463
21333,Classic White Frame,746.16,56,C - Slow Movers,0.0012291450570560965
84508C,Blue Circles Design Teddy,745.48,57,C - Slow Movers,0.0012280248969848005
20796,Small Blue Provencal Ceramic Ball,741.96,62,C - Slow Movers,0.0012222264213216218
48189,Doormat Friendship,739.2,27,C - Slow Movers,0.0012176798892675385
21769,Vintage Post Office Cabinet,735.6000000000001,11,C - Slow Movers,0.0012117496300665604
84741C,Citrus Garland Felt Flowers,735.0,60,C - Slow Movers,0.0012107612535330638
20941,Frog Candle,730.26,63,C - Slow Movers,0.0012029530789184424
90214J,"Letter ""J"" Bling Key Ring",729.4699999999999,71,C - Slow Movers,0.001201651716482672
90200C,Blue Sweetheart Bracelet,729.3399999999999,50,C - Slow Movers,0.0012014375682337477
23304,Set 4 Picnic Cutlery Cherry,724.31,71,C - Slow Movers,0.0011931516782946031
23303,Set 4 Picnic Cutlery Fondant,722.81,65,C - Slow Movers,0.0011906807369608623
21375,Large Camphor Wood Field Mushroom,722.16,43,C - Slow Movers,0.0011896099957162411
84508B,Stripes Design Teddy,719.68,57,C - Slow Movers,0.001185524706044456
37487B,Yellow/Orange Flower Design Plate,717.4,68,C - Slow Movers,0.00118176887521717
35638B,Pink/Blue String Curtain,715.86,57,C - Slow Movers,0.0011792320421145294
90120C,Green Murano Twist Bracelet,712.29,50,C - Slow Movers,0.0011733512017402259
90116,Fruit Salad Bag Charm,708.84,64,C - Slow Movers,0.0011676680366726217
84809A,White Chrysanthemums Art Flower,706.8000000000001,57,C - Slow Movers,0.001164307556458734
20759,Chrysanthemum Pocket Book,706.75,64,C - Slow Movers,0.0011642251917476094
84846A,Scented Candle In Digitalis Tin,703.08,56,C - Slow Movers,0.0011581796219510565
90129B,Turquoise Glass Tassle Bag Charm,701.46,57,C - Slow Movers,0.0011555110053106162
20756,Green Fern Pocket Book,700.56,63,C - Slow Movers,0.0011540284405103715
23428,Ivory Retro Kitchen Wall Clock,699.7900000000001,75,C - Slow Movers,0.0011527600239590514
37468,Hardman Mug 3 Assorted,699.5,65,C - Slow Movers,0.001152282308634528
90115,Summer Butterflies Bag Charm,691.27,54,C - Slow Movers,0.0011387250771834026
84927E,Flowers Tile Hook,686.85,59,C - Slow Movers,0.0011314440367199794
90013A,Midnight Blue Vintage Earrings,683.04,49,C - Slow Movers,0.0011251678457322772
90134,Old Rose Combo Bead Necklace,681.89,53,C - Slow Movers,0.0011232734573764093
84750B,Black Small Glass Cake Stand,681.65,61,C - Slow Movers,0.0011228781067630107
90214E,"Letter ""E"" Bling Key Ring",681.03,72,C - Slow Movers,0.0011218567843450644
20785,Fuschia Retro Bar Stool,679.9000000000001,14,C - Slow Movers,0.0011199953418736465
21614,Set Of 12 Rose Botanical T-Lights,679.6800000000001,51,C - Slow Movers,0.0011196329371446977
84402B,Purple Dress Jewellery Stand,674.66,61,C - Slow Movers,0.001111363520147778
35649,Vintage Bead Cosmetic Bag,674.63,57,C - Slow Movers,0.0011113141013211032
20773,Blue Paisley Notebook,668.64,56,C - Slow Movers,0.0011014468089283642
84816,Danish Rose Bedside Cabinet,665.6,13,C - Slow Movers,0.0010964390344919827
90158,St Tropez Necklace,663.27,45,C - Slow Movers,0.0010926008389535715
21132,Silver Standing Gnome,663.26,44,C - Slow Movers,0.0010925843660113468
90160D,Pink Boudicca Large Bracelet,660.71,38,C - Slow Movers,0.0010883837657439872
84358,Floor Lamp Shade Wood Base,658.73,33,C - Slow Movers,0.0010851221231834491
72801G,4 Burgundy Wine Dinner Candles,658.4499999999999,57,C - Slow Movers,0.0010846608808011506
17109D,Flower Fairy Incense Bouquet,658.4200000000001,61,C - Slow Movers,0.0010846114619744761
84429A,Medium Pink Buddha Head,656.63,55,C - Slow Movers,0.0010816628053162119
90160A,Purple Boudicca Large Bracelet,649.6600000000001,38,C - Slow Movers,0.001070181164585429
85049B,Lush Greens Ribbons,648.16,56,C - Slow Movers,0.001067710223251688
21738,Cosy Slipper Shoes Small Red,646.08,48,C - Slow Movers,0.0010642838512689005
21360,Joy Large Wood Letters,641.87,39,C - Slow Movers,0.001057348742592201
90214D,"Letter ""D"" Bling Key Ring",641.01,68,C - Slow Movers,0.0010559320695608559
23151,Zinc Sweetheart Soap Dish,637.83,62,C - Slow Movers,0.0010506936739333253
85146,Jardin Etched Glass Small Bell Jar,636.63,45,C - Slow Movers,0.0010487169208663325
21720,Cake Shop Sticker Sheet,633.8399999999999,57,C - Slow Movers,0.0010441209699855742
20694,Floral Pink Monster,632.86,43,C - Slow Movers,0.0010425066216475302
37444A,Yellow Breakfast Cup And Saucer,632.55,55,C - Slow Movers,0.001041995960438557
21904,House Wrecking Metal Sign,632.4000000000001,51,C - Slow Movers,0.001041748866305183
84688,Beach Hut Design Blackboard,628.53,41,C - Slow Movers,0.0010353738376641312
82011C,Bathroom Scales Footprints In Sand,627.51,51,C - Slow Movers,0.0010336935975571874
85045,Green Christmas Tree String 20light,626.4,42,C - Slow Movers,0.0010318651009702192
84616,Silver Roccoco Chandelier,625.47,14,C - Slow Movers,0.0010303331173433
85167B,Black Grand Baroque Photo Frame,625.18,50,C - Slow Movers,0.0010298554020187767
84527,Flames Sunglasses Pink Lenses,624.41,52,C - Slow Movers,0.001028586985467456
85006,Set 4 Nursery Des Round Boxes,622.35,55,C - Slow Movers,0.0010251935593691187
84870C,Green Geisha Girl,621.0699999999999,46,C - Slow Movers,0.0010230850227643262
23410,Curio Cabinet Linen And Lace,620.5,36,C - Slow Movers,0.0010221460650575048
84993B,75 Black Petit Four Cases,619.44,58,C - Slow Movers,0.0010203999331816615
90147,Chunky Silver Necklace Pastel Flowe,619.41,32,C - Slow Movers,0.0010203505143549863
84534B,Fairy Cake Notebook A5 Size,619.0699999999999,55,C - Slow Movers,0.0010197904343193383
72799C,Pink Pillar Candle Silver Flock,616.71,81,C - Slow Movers,0.0010159028199542529
90214M,"Letter ""M"" Bling Key Ring",613.01,60,C - Slow Movers,0.001009807831331025
90018A,Silver Mop Orbit Drop Earrings,612.4399999999999,46,C - Slow Movers,0.0010088688736242034
23459,Dolly Cabinet 2 Drawers,610.5799999999999,33,C - Slow Movers,0.0010058049063703645
21031,Space Cadet Black,610.31,53,C - Slow Movers,0.0010053601369302912
46126A,Elvis Wallhanging / Curtain,604.52,52,C - Slow Movers,0.0009958223033820512
72811,Small Zinc/Glass Candleholder,603.92,53,C - Slow Movers,0.0009948339268485548
90206C,Crystal Diamante Star Brooch,601.72,45,C - Slow Movers,0.0009912098795590682
22765,Newspaper Stand,601.67,27,C - Slow Movers,0.0009911275148479434
90208,Pair Of Pink Flower Cluster Slide,600.3399999999999,52,C - Slow Movers,0.0009889366135320263
44236,Pink/Purple Circle Curtain,590.96,52,C - Slow Movers,0.0009734849937250331
85216,Assorted Cakes Fridge Magnets,589.68,54,C - Slow Movers,0.0009713764571202408
84870B,Blue Geisha Girl,588.9,44,C - Slow Movers,0.0009700915676266955
84875D,Blue Square Compact Mirror,588.03,51,C - Slow Movers,0.0009686584216531258
84927A,Wake Up Cockerel Tile Hook,584.6600000000001,50,C - Slow Movers,0.0009631070401233213
90143,Silver Bracelet W Pastel Flower,584.64,33,C - Slow Movers,0.0009630740942388713
84661C,Pink Square Table Clock,584.61,71,C - Slow Movers,0.0009630246754121965
44242B,Pink Feathers Curtain,584.52,52,C - Slow Movers,0.0009628764189321719
78033,Flag Of St George Chair,579.54,38,C - Slow Movers,0.0009546728937041521
40046A,Red Daisy Paper Lampshade,576.5,50,C - Slow Movers,0.0009496651192677704
90192,Jade Drop Earrings W Filigree,576.31,41,C - Slow Movers,0.0009493521333654964
90096,Necklace+Bracelet Set Blue Blossom,576.16,45,C - Slow Movers,0.0009491050392321223
20781,Gold Ear Muff Headphones,575.27,38,C - Slow Movers,0.0009476389473741028
21281,Vintage Kitchen Print Seafood,573.51,43,C - Slow Movers,0.0009447397095425135
90019A,Silver Mop Orbit Bracelet,573.19,38,C - Slow Movers,0.0009442125753913155
84898F,Yellow Flowers Felt Handbag Kit,572.48,46,C - Slow Movers,0.0009430429964933447
20795,Large Blue Provencal Ceramic Ball,572.3900000000001,49,C - Slow Movers,0.0009428947400133203
84686,Beach Hut Mirror,570.34,49,C - Slow Movers,0.0009395177868572077
21413,Periwinkle T-Light Holder,568.8199999999999,48,C - Slow Movers,0.0009370138996390166
71510,Square Metal Candleholder Base,565.39,52,C - Slow Movers,0.0009313636804558624
16151A,Flowers Handbag Blue And Orange,564.9699999999999,49,C - Slow Movers,0.0009306718168824149
85145,Jardin Etched Glass Large Bell Jar,561.44,38,C - Slow Movers,0.0009248568682770113
84226,Hen House W Family In Barn & Nest,559.98,51,C - Slow Movers,0.0009224518187121701
90214G,"Letter ""G"" Bling Key Ring",559.12,60,C - Slow Movers,0.0009210351456808253
21269,Antique Cream Cutlery Shelf,558.53,29,C - Slow Movers,0.0009200632420895537
20661,Blue Polkadot Purse,556.66,44,C - Slow Movers,0.0009169828018934901
90184B,Amethyst Chunky Bead Bracelet W Str,555.1,33,C - Slow Movers,0.0009144130229063995
79062D,Retro Tin Ashtray Revolutionary,553.04,52,C - Slow Movers,0.000911019596808062
21278,Vintage Kitchen Print Puddings,552.98,43,C - Slow Movers,0.0009109207591547124
35833P,4 Pink Flock Christmas Balls,550.91,50,C - Slow Movers,0.0009075108601141498
90031,Bili Nut And Wood Necklace,549.47,50,C - Slow Movers,0.0009051387564337585
90129A,Pink Glass Tassle Bag Charm,546.24,45,C - Slow Movers,0.000899817996095103
47013C,Wine Bottle Dressing Dark Blue,546.17,52,C - Slow Movers,0.0008997026854995284
84927D,La Palmiera Tile Hook,545.53,48,C - Slow Movers,0.0008986484171971322
85017C,Envelope 50 Curious Images,540.16,50,C - Slow Movers,0.0008898024472223396
90120B,Blue Murano Twist Bracelet,539.0,37,C - Slow Movers,0.0008878915859242469
21420,Oyster Trinket Box,536.44,54,C - Slow Movers,0.0008836745127146623
21657,Milk Bottle With Glass Stopper,536.44,30,C - Slow Movers,0.0008836745127146623
21364,Peace Small Wood Letters,536.07,30,C - Slow Movers,0.0008830650138523396
84882,Green Wire Standing Candle Holder,534.86,38,C - Slow Movers,0.0008810717878431217
16169P,Wrap Green Russian Folkart,534.0,50,C - Slow Movers,0.0008796551148117769
84466,Top Secret Pen Set,530.38,46,C - Slow Movers,0.0008736919097263487
84597C,Retro Pink Ball Ashtray,530.38,46,C - Slow Movers,0.0008736919097263487
84685,Beach Hut Key Cabinet,530.1899999999999,34,C - Slow Movers,0.0008733789238240748
84461,12 Pink Hen+Chicks In Basket,527.26,41,C - Slow Movers,0.0008685523517521675
90160B,Red Boudicca Large Bracelet,522.4200000000001,30,C - Slow Movers,0.000860579447715297
84507B,Stripes Design Monkey Doll,521.3,39,C - Slow Movers,0.0008587344781861034
84723,Cherry Blossom Canvas Art Picture,520.7,41,C - Slow Movers,0.0008577461016526073
21486,Pink Heart Dots Hot Water Bottle,520.6800000000001,36,C - Slow Movers,0.0008577131557681575
21376,Large Tall Camphor Wood Toadstool,519.8199999999999,37,C - Slow Movers,0.0008562964827368124
82011B,Bathroom Scales Rubber Ducks,519.71,43,C - Slow Movers,0.0008561152803723383
90185D,Crystal Diamante Expandable Ring,511.21999999999997,35,C - Slow Movers,0.0008421297524233643
90013C,Green Vintage Earrings,509.22,37,C - Slow Movers,0.0008388351639783765
90198B,Vintage Rose Bead Bracelet Black,508.46,36,C - Slow Movers,0.000837583220369281
84801A,Pink Hydrangea Art Flower,508.30000000000007,46,C - Slow Movers,0.0008373196532936822
84760S,Small Hanging Glass+Zinc Lantern,504.82,43,C - Slow Movers,0.0008315870693994031
90129E,Purple Glass Tassle Bag Charm,503.61,42,C - Slow Movers,0.0008295938433901854
90197B,Black Glass Bracelet W Heart Charms,502.16999999999996,35,C - Slow Movers,0.0008272217397097939
20898,Vintage Notebook Travelogue,497.76,38,C - Slow Movers,0.0008199571721885956
47341B,Blue Table Run Flower,497.48999999999995,45,C - Slow Movers,0.0008195124027485222
47344B,Blue Flower Des Purse,495.7099999999999,44,C - Slow Movers,0.0008165802190324828
90101,White Frangipani Necklace,493.55999999999995,39,C - Slow Movers,0.0008130385364541208
84985A,Set Of 72 Green Paper Doilies,493.08000000000004,42,C - Slow Movers,0.0008122478352273239
90129F,Red Glass Tassle Bag Charm,493.05999999999995,40,C - Slow Movers,0.0008122148893428739
90059A,Diamante Hair Grip Pack/2 Crystal,490.64,43,C - Slow Movers,0.0008082284373244385
35597D,Pink/White Christmas Tree 30cm,489.44000000000005,46,C - Slow Movers,0.0008062516842574459
84874B,Blue Travel First Aid Kit,489.4,41,C - Slow Movers,0.000806185792488546
72709,Ivory Sculpted Rnd Candle,489.28,44,C - Slow Movers,0.0008059881171818469
22769,Chalkboard Kitchen Organiser,488.65999999999997,11,C - Slow Movers,0.0008049667947639006
90071,Ruby Glass Cluster Earrings,485.45,44,C - Slow Movers,0.0007996789803096949
46138B,Blue Chenille Shaggy Cushion Cover,484.93999999999994,43,C - Slow Movers,0.0007988388602562229
84907,Pink Yellow Patch Cushion Cover,482.59,29,C - Slow Movers,0.0007949677188333621
23626,Set 10 Cards Dinky Tree 17076,482.16,42,C - Slow Movers,0.0007942593823176898
90164B,White Rosebud Pearl Bracelet,480.90000000000003,38,C - Slow Movers,0.0007921837915973475
90010E,Amber Glass/Silver Bracelet,476.35,25,C - Slow Movers,0.0007846886028849999
84707B,Pink Jewelled Mirror Trinket Tray,474.5,34,C - Slow Movers,0.000781641108573386
35638A,Pink And Black String Curtain,473.7,38,C - Slow Movers,0.0007803232731953909
84597B,Retro Brown Ball Ashtray,472.72999999999996,41,C - Slow Movers,0.0007787253977995717
90183A,Amber Drop Earrings W Long Beads,469.75,38,C - Slow Movers,0.0007738164610165398
84877A,Pink Round Compact Mirror,469.55999999999995,40,C - Slow Movers,0.0007735034751142657
21332,Moroccan Beaten Metal Mirror,469.55,19,C - Slow Movers,0.0007734870021720409
84711A,Silver Oval Shape Trinket Box,469.34,25,C - Slow Movers,0.0007731410703853172
90014A,Silver Mop Orbit Necklace,464.14,26,C - Slow Movers,0.0007645751404283486
84910A,Pink Paisley Cushion Cover,463.5,26,C - Slow Movers,0.0007635208721259525
82615,Pink Marshmallow Scarf Knitting Kit,462.96,36,C - Slow Movers,0.0007626313332458057
90130B,Turq Stone/Crystal Earrings,461.99,38,C - Slow Movers,0.0007610334578499866
84725,Freestyle Canvas Art Picture,460.93,41,C - Slow Movers,0.000759287325974143
84549,Crochet White Rabbit Keyring,460.68,38,C - Slow Movers,0.0007588755024185194
23465,Tuscan Villa Bird Feeder,459.15000000000003,29,C - Slow Movers,0.0007563551422581037
90013B,Black Vintage Earrings,457.36,36,C - Slow Movers,0.0007534064855998395
23038,T-Light Holder Silver Saucer,453.75,42,C - Slow Movers,0.0007474597534566363
84865,New Baroque Black Photo Album,453.07,29,C - Slow Movers,0.0007463395933853404
90185A,Amber Diamante Expandable Ring,452.12,31,C - Slow Movers,0.0007447746638739711
90082A,Diamante Bow Brooch Green Colour,451.97,30,C - Slow Movers,0.0007445275697405971
90173,Pair Butterfly Hair Clips,451.3,32,C - Slow Movers,0.0007434238826115261
90175A,White Glass Chunky Charm Bracelet,449.91,25,C - Slow Movers,0.0007411341436422595
90214H,"Letter ""H"" Bling Key Ring",449.65,46,C - Slow Movers,0.000740705847144411
23611,Set 10 Cards Red Riding Hood 17214,448.15000000000003,37,C - Slow Movers,0.0007382349058106701
20798,Clear Milkshake Glass,446.40000000000003,36,C - Slow Movers,0.0007353521409213056
72812,Large Zinc Glass Candleholder,443.42,34,C - Slow Movers,0.0007304432041382737
20894,Hanging Bauble T-Light Holder Large,442.47,33,C - Slow Movers,0.0007288782746269044
16254,Transparent Acrylic Tape Dispenser,437.8,39,C - Slow Movers,0.0007211854106078576
90214Y,"Letter ""Y"" Bling Key Ring",437.75,66,C - Slow Movers,0.0007211030458967329
85197,Set Of 12 Mini Bunnies In A Bucket,434.0,35,C - Slow Movers,0.0007149256925623805
90129C,Green Glass Tassle Bag Charm,433.34000000000003,35,C - Slow Movers,0.0007138384783755346
90210B,Clear Acrylic Faceted Bangle,432.4,41,C - Slow Movers,0.0007122900218063901
90174,Butterfly Hair Band,431.82,36,C - Slow Movers,0.0007113345911573437
21655,Hanging Ridge Glass T-Light Holder,431.28,36,C - Slow Movers,0.0007104450522771969
90082B,Diamante Bow Brooch Red Colour,431.23,27,C - Slow Movers,0.0007103626875660722
84632,Decorative Hanging Shelving Unit,430.2,6,C - Slow Movers,0.0007086659745169034
21910,Way Out Metal Sign,429.84,36,C - Slow Movers,0.0007080729485968055
35922,Easter Bunny Wreath,428.96,28,C - Slow Movers,0.0007066233296810109
23692,Wrap A Pretty Thank You,421.75,50,C - Slow Movers,0.0006947463383368294
47369B,Blue Green Embroidery Cosmetic Bag,420.38,35,C - Slow Movers,0.0006924895452520127
90093,Clear Crystal Star Phone Charm,420.32,52,C - Slow Movers,0.000692390707598663
79329,Pink Flock Glass Candleholder,419.92,38,C - Slow Movers,0.0006917317899096655
37489D,Pink/Green Flower Design Big Mug,418.68,40,C - Slow Movers,0.0006896891450737729
35913B,White/Pink Chick Easter Decoration,416.43999999999994,37,C - Slow Movers,0.0006859992060153864
90145,Silver Hoop Earrings With Flower,412.77000000000004,27,C - Slow Movers,0.0006799536362188338
20664,Tropical Holiday Purse,411.64,32,C - Slow Movers,0.0006780921937474154
20662,First Class Holiday Purse,410.35,31,C - Slow Movers,0.0006759671842003983
21275,Zinc Top 2 Door Wooden Shelf,410.04,13,C - Slow Movers,0.0006754565229914252
47369A,Pink Green Embroidery Cosmetic Bag,403.6,33,C - Slow Movers,0.000664847948198564
90003D,Crystal Pair Heart Hair Slides,401.97,30,C - Slow Movers,0.0006621628586158989
44228,Cannabis Leaf Bead Curtain,400.32,36,C - Slow Movers,0.0006594448231487838
35637C,Pink String Curtain With Pole,398.8,30,C - Slow Movers,0.000656940935930593
90184C,Black Chunky Bead Bracelet W Strap,397.05,21,C - Slow Movers,0.0006540581710412285
21392,Red Polkadot Pudding Bowl,396.01000000000005,34,C - Slow Movers,0.0006523449850498349
90210A,Grey Acrylic Faceted Bangle,394.21,33,C - Slow Movers,0.0006493798554493456
90003C,Midnight Blue Pair Heart Hair Slide,393.26,31,C - Slow Movers,0.0006478149259379764
84510E,Set Of 4 Green Carousel Coasters,392.5,35,C - Slow Movers,0.0006465629823288809
90214R,"Letter ""R"" Bling Key Ring",389.65,41,C - Slow Movers,0.0006418681937947732
90191,Silver Lariat 40cm,388.27,24,C - Slow Movers,0.0006395949277677315
90073,Vintage Enamel & Crystal Earrings,387.23,27,C - Slow Movers,0.0006378817417763378
85055,French Enamel Utensil Holder,384.01,25,C - Slow Movers,0.0006325774543799071
79336,Light Pink Flock Glass Candleholder,383.04,36,C - Slow Movers,0.0006309795789840881
23578,Snack Tray Red Gingham,382.83000000000004,60,C - Slow Movers,0.0006306336471973644
23143,Zinc Wire Kitchen Organiser,382.64,29,C - Slow Movers,0.0006303206612950905
20857,Blue Rose Patch Purse Pink Butterfl,382.08,32,C - Slow Movers,0.0006293981765304939
84711B,Pink Oval Shape Trinket Box,382.06,20,C - Slow Movers,0.0006293652306460439
23429,Red Retro Kitchen Wall Clock,381.86,45,C - Slow Movers,0.0006290357718015452
90204,Pair Of Enamel Butterfly Hairclip,381.51,29,C - Slow Movers,0.0006284592188236722
37333,"Retro ""Tea For One""",380.24,25,C - Slow Movers,0.000626367155161105
90185C,Black Diamante Expandable Ring,379.40999999999997,26,C - Slow Movers,0.000624999900956435
90164A,Pink Rosebud Pearl Bracelet,375.66,27,C - Slow Movers,0.0006188225476220827
16207B,Pink Heart Red Handbag,375.24,29,C - Slow Movers,0.0006181306840486352
21761,Wood And Glass Medicine Cabinet,374.74,10,C - Slow Movers,0.0006173070369373881
90214N,"Letter ""N"" Bling Key Ring",373.33,41,C - Slow Movers,0.0006149843520836716
22145,Christmas Craft Heart Stocking,372.0,30,C - Slow Movers,0.0006127934507677547
20960,Watermelon Bath Sponge,371.48,29,C - Slow Movers,0.0006119368577720579
84859B,Blue Disco Handbag,368.75,32,C - Slow Movers,0.0006074397445446493
23442,12 Hanging Eggs Hand Painted,366.47,42,C - Slow Movers,0.0006036839137173631
90205A,Large Mint Diamante Hairslide,364.75,31,C - Slow Movers,0.0006008505676546735
90118,Pink Daisy Bag Charm,360.71,30,C - Slow Movers,0.0005941954989957979
90214I,"Letter ""I"" Bling Key Ring",360.54999999999995,38,C - Slow Movers,0.0005939319319201987
90098,Necklace+Bracelet Pink Butterfly,359.8,29,C - Slow Movers,0.0005926964612533284
20701,Pink Cat Floral Cushion Cover,359.66,25,C - Slow Movers,0.0005924658400621792
90016B,Gold/Mop Pendant Orbit Necklace,359.04,21,C - Slow Movers,0.000591444517644233
21816,Christmas Tree T-Light Holder,359.03,32,C - Slow Movers,0.0005914280447020079
84629,White 3 Frame Birds And Tree,358.69,20,C - Slow Movers,0.00059086796466636
90162B,Ant Silver Lime Green Boudicca Ring,358.29,27,C - Slow Movers,0.0005902090469773625
37489A,Yellow/Pink Flower Design Big Mug,353.05,33,C - Slow Movers,0.0005815772252514941
47593A,Carousel Ponies Baby Bib,353.05,33,C - Slow Movers,0.0005815772252514941
90103,Purple Frangipani Necklace,351.71,29,C - Slow Movers,0.0005793698509933521
90214B,"Letter ""B"" Bling Key Ring",351.61,37,C - Slow Movers,0.0005792051215711027
20666,Economy Holiday Purse,350.03,30,C - Slow Movers,0.0005766023966995623
90122C,Turquoise Crystal+Glass Bracelet,349.75,24,C - Slow Movers,0.000576141154317264
